secaoprincipal;zona;codmunicipio;municipio;codlocal;localvotacao;endereco;bairro;cep;aptos
697;1;13897;FORTALEZA;2372;FACULDADE FARIAS BRITO - CASTRO MONTE;RUA CASTRO MONTE 1364;VARJOTA;60175230;397
702;1;13897;FORTALEZA;2909;ESCOLA NOSSA SENHORA DA ASSUNÇÃO;AVENIDA ZEZÉ DIOGO, 1110;CAIS DO PORTO;60180012;381
704;1;13897;FORTALEZA;2429;FANOR - FACULDADE NORDESTE;AVENIDA SANTOS DUMONT 7800;DE LOURDES;60150162;387
710;1;13897;FORTALEZA;1759;ESCOLA ESTADUAL MATIAS BECK;RUA  PROFESSORA AIDA BALAIO 38;MUCURIPE;60176390;390
711;1;13897;FORTALEZA;2534;ESCOLA MUNICIPAL PROF BELARMINA CAMPOS;RUA MANOEL RODRIGUES MONTEIRO, 840;VICENTE PINZON;60181805;392
714;1;13897;FORTALEZA;2372;FACULDADE FARIAS BRITO - CASTRO MONTE;RUA CASTRO MONTE 1364;VARJOTA;60175230;393
715;1;13897;FORTALEZA;2372;FACULDADE FARIAS BRITO - CASTRO MONTE;RUA CASTRO MONTE 1364;VARJOTA;60175230;401
717;1;13897;FORTALEZA;1899;CIES AIDA SANTOS;AVENIDA TRAJANO DE MEDEIROS  813;VICENTE PINZON;60182185;397
719;1;13897;FORTALEZA;2763;ESCOLA MUNICIPAL DOM ALOISIO LORSCHEIDER;RUA JULIO SILVA, 450;PRAIA DO FUTURO II;60182430;274
721;1;13897;FORTALEZA;2399;ESCOLA MUNICIPAL PROF. ALVARO COSTA;AVENIDA VICENTE DE CASTRO 6074;CAIS DO PORTO;60180410;397
724;1;13897;FORTALEZA;2615;COLEGIO ESPACO ABERTO - BENTO ALBUQUERQUE;RUA BENTO ALBUQUERQUE 1671;PAPICU;60190080;395
726;1;13897;FORTALEZA;2615;COLEGIO ESPACO ABERTO - BENTO ALBUQUERQUE;RUA BENTO ALBUQUERQUE 1671;PAPICU;60190080;399
727;1;13897;FORTALEZA;2585;ESCOLA MUNICIPAL PROF. GODOFREDO DE CASTRO FILHO;AVENIDA JOSÉ SABÓIA  905;CAIS DO PORTO;60180480;376
729;1;13897;FORTALEZA;2429;FANOR - FACULDADE NORDESTE;AVENIDA SANTOS DUMONT 7800;DE LOURDES;60150162;394
730;1;13897;FORTALEZA;2372;FACULDADE FARIAS BRITO - CASTRO MONTE;RUA CASTRO MONTE 1364;VARJOTA;60175230;391
731;1;13897;FORTALEZA;2585;ESCOLA MUNICIPAL PROF. GODOFREDO DE CASTRO FILHO;AVENIDA JOSÉ SABÓIA  905;CAIS DO PORTO;60180480;376
733;1;13897;FORTALEZA;2534;ESCOLA MUNICIPAL PROF BELARMINA CAMPOS;RUA MANOEL RODRIGUES MONTEIRO, 840;VICENTE PINZON;60181805;395
736;1;13897;FORTALEZA;2429;FANOR - FACULDADE NORDESTE;AVENIDA SANTOS DUMONT 7800;DE LOURDES;60150162;390
740;1;13897;FORTALEZA;1759;ESCOLA ESTADUAL MATIAS BECK;RUA  PROFESSORA AIDA BALAIO 38;MUCURIPE;60176390;388
743;1;13897;FORTALEZA;2895;ESCOLA PROFISSIONAL MARIA ANGELA DA SILVEIRA BORGES;RUA PINTOR ANTONIO BANDEIRA, S/N;VICENTE PINZON;60182304;393
749;1;13897;FORTALEZA;2585;ESCOLA MUNICIPAL PROF. GODOFREDO DE CASTRO FILHO;AVENIDA JOSÉ SABÓIA  905;CAIS DO PORTO;60180480;379
752;1;13897;FORTALEZA;2399;ESCOLA MUNICIPAL PROF. ALVARO COSTA;AVENIDA VICENTE DE CASTRO 6074;CAIS DO PORTO;60180410;395
753;1;13897;FORTALEZA;2658;CAIC MARIA FELICIO LOPES;RUA 20 DE JULHO 480;CAIS DO PORTO;60180560;392
754;1;13897;FORTALEZA;2640;ESCOLA MUNICIPAL FREI TITO DE ALENCAR LIMA;AVENIDA DIOGUINHO 5927;VICENTE PINZON;60182001;396
755;1;13897;FORTALEZA;2534;ESCOLA MUNICIPAL PROF BELARMINA CAMPOS;RUA MANOEL RODRIGUES MONTEIRO, 840;VICENTE PINZON;60181805;394
756;1;13897;FORTALEZA;2372;FACULDADE FARIAS BRITO - CASTRO MONTE;RUA CASTRO MONTE 1364;VARJOTA;60175230;389
757;1;13897;FORTALEZA;2305;ESCOLA ESTADUAL MURILO BORGES;RUA DO ENTARDECER 90;VICENTE PINZON;60181190;404
761;1;13897;FORTALEZA;1783;ESCOLA ESTADUAL DRAGAO DO MAR;RUA UMARI S/N;MUCURIPE;60175280;388
763;1;13897;FORTALEZA;2640;ESCOLA MUNICIPAL FREI TITO DE ALENCAR LIMA;AVENIDA DIOGUINHO 5927;VICENTE PINZON;60182001;394
764;1;13897;FORTALEZA;2429;FANOR - FACULDADE NORDESTE;AVENIDA SANTOS DUMONT 7800;DE LOURDES;60150162;390
766;1;13897;FORTALEZA;2399;ESCOLA MUNICIPAL PROF. ALVARO COSTA;AVENIDA VICENTE DE CASTRO 6074;CAIS DO PORTO;60180410;392
768;1;13897;FORTALEZA;2690;COLEGIO ANTARES - SANTOS DUMONT;AVENIDA SANTOS DUMONT 3777;ALDEOTA;60150162;399
770;1;13897;FORTALEZA;1287;ESCOLA ESTADUAL ARQUITETO ROGERIO FROES;AVENIDA DAS GRAVIOLAS 1000;CIDADE 2000;60190600;392
778;1;13897;FORTALEZA;1759;ESCOLA ESTADUAL MATIAS BECK;RUA  PROFESSORA AIDA BALAIO 38;MUCURIPE;60176390;392
779;1;13897;FORTALEZA;2054;ESCOLA ESTADUAL MARIA JOSE MEDEIROS;RUA DESEMBARGADOR LAURO NOGUEIRA 1240;PAPICU;60175055;394
780;1;13897;FORTALEZA;2747;COLEGIO ANTARES - OCELO PINHEIRO;RUA PROFESSOR OCELO PINHEIRO 101;PAPICU;60175585;391
788;1;13897;FORTALEZA;2429;FANOR - FACULDADE NORDESTE;AVENIDA SANTOS DUMONT 7800;DE LOURDES;60150162;389
792;1;13897;FORTALEZA;2615;COLEGIO ESPACO ABERTO - BENTO ALBUQUERQUE;RUA BENTO ALBUQUERQUE 1671;PAPICU;60190080;394
794;1;13897;FORTALEZA;2640;ESCOLA MUNICIPAL FREI TITO DE ALENCAR LIMA;AVENIDA DIOGUINHO 5927;VICENTE PINZON;60182001;396
795;1;13897;FORTALEZA;2534;ESCOLA MUNICIPAL PROF BELARMINA CAMPOS;RUA MANOEL RODRIGUES MONTEIRO, 840;VICENTE PINZON;60181805;392
796;1;13897;FORTALEZA;2895;ESCOLA PROFISSIONAL MARIA ANGELA DA SILVEIRA BORGES;RUA PINTOR ANTONIO BANDEIRA, S/N;VICENTE PINZON;60182304;391
797;1;13897;FORTALEZA;2658;CAIC MARIA FELICIO LOPES;RUA 20 DE JULHO 480;CAIS DO PORTO;60180560;385
799;1;13897;FORTALEZA;1287;ESCOLA ESTADUAL ARQUITETO ROGERIO FROES;AVENIDA DAS GRAVIOLAS 1000;CIDADE 2000;60190600;400
800;1;13897;FORTALEZA;2690;COLEGIO ANTARES - SANTOS DUMONT;AVENIDA SANTOS DUMONT 3777;ALDEOTA;60150162;399
801;1;13897;FORTALEZA;2054;ESCOLA ESTADUAL MARIA JOSE MEDEIROS;RUA DESEMBARGADOR LAURO NOGUEIRA 1240;PAPICU;60175055;394
802;1;13897;FORTALEZA;2429;FANOR - FACULDADE NORDESTE;AVENIDA SANTOS DUMONT 7800;DE LOURDES;60150162;391
805;1;13897;FORTALEZA;2534;ESCOLA MUNICIPAL PROF BELARMINA CAMPOS;RUA MANOEL RODRIGUES MONTEIRO, 840;VICENTE PINZON;60181805;385
806;1;13897;FORTALEZA;2399;ESCOLA MUNICIPAL PROF. ALVARO COSTA;AVENIDA VICENTE DE CASTRO 6074;CAIS DO PORTO;60180410;396
807;1;13897;FORTALEZA;2305;ESCOLA ESTADUAL MURILO BORGES;RUA DO ENTARDECER 90;VICENTE PINZON;60181190;409
809;1;13897;FORTALEZA;2615;COLEGIO ESPACO ABERTO - BENTO ALBUQUERQUE;RUA BENTO ALBUQUERQUE 1671;PAPICU;60190080;401
810;1;13897;FORTALEZA;2640;ESCOLA MUNICIPAL FREI TITO DE ALENCAR LIMA;AVENIDA DIOGUINHO 5927;VICENTE PINZON;60182001;396
813;1;13897;FORTALEZA;2330;COLEGIO INTEGRAL - SANTOS DUMONT;AVENIDA SANTOS DUMONT 5572;PAPICU;60190800;397
814;1;13897;FORTALEZA;2763;ESCOLA MUNICIPAL DOM ALOISIO LORSCHEIDER;RUA JULIO SILVA, 450;PRAIA DO FUTURO II;60182430;278
815;1;13897;FORTALEZA;1074;BNB CLUBE;AVENIDA  SANTOS DUMONT  3646;ALDEOTA;60150162;400
816;1;13897;FORTALEZA;1783;ESCOLA ESTADUAL DRAGAO DO MAR;RUA UMARI S/N;MUCURIPE;60175280;389
818;1;13897;FORTALEZA;2747;COLEGIO ANTARES - OCELO PINHEIRO;RUA PROFESSOR OCELO PINHEIRO 101;PAPICU;60175585;395
819;1;13897;FORTALEZA;2755;ESCOLA MUNICIPAL ODNILRA CRUZ MOREIRA;AVENIDA DAS ADENANTERAS 800;CIDADE 2000;60190560;400
820;1;13897;FORTALEZA;2895;ESCOLA PROFISSIONAL MARIA ANGELA DA SILVEIRA BORGES;RUA PINTOR ANTONIO BANDEIRA, S/N;VICENTE PINZON;60182304;383
821;1;13897;FORTALEZA;2780;ESCOLA MUNICIPAL CONSUELO AMORA;AV. DOS JANGADEIROS, 577;MUCURIPE;60175440;392
822;1;13897;FORTALEZA;2810;COLEGIO ARI DE SA - MONSENHOR CATAO;RUA MONSENHOR CATAO, 1655;ALDEOTA;60175010;392
824;1;13897;FORTALEZA;2062;ESCOLA ESTADUAL PADRE JOSE NILSON;RUA CORONEL MANUEL JESUÍNO 225;MUCURIPE;60175270;393
825;1;13897;FORTALEZA;1791;IATE CLUBE;AVENIDA DA ABOLIÇÃO 4813;MUCURIPE;60165082;396
826;1;13897;FORTALEZA;2763;ESCOLA MUNICIPAL DOM ALOISIO LORSCHEIDER;RUA JULIO SILVA, 450;PRAIA DO FUTURO II;60182430;280
827;1;13897;FORTALEZA;2534;ESCOLA MUNICIPAL PROF BELARMINA CAMPOS;RUA MANOEL RODRIGUES MONTEIRO, 840;VICENTE PINZON;60181805;389
828;1;13897;FORTALEZA;2780;ESCOLA MUNICIPAL CONSUELO AMORA;AV. DOS JANGADEIROS, 577;MUCURIPE;60175440;391
829;1;13897;FORTALEZA;2054;ESCOLA ESTADUAL MARIA JOSE MEDEIROS;RUA DESEMBARGADOR LAURO NOGUEIRA 1240;PAPICU;60175055;390
830;1;13897;FORTALEZA;1287;ESCOLA ESTADUAL ARQUITETO ROGERIO FROES;AVENIDA DAS GRAVIOLAS 1000;CIDADE 2000;60190600;396
831;1;13897;FORTALEZA;2658;CAIC MARIA FELICIO LOPES;RUA 20 DE JULHO 480;CAIS DO PORTO;60180560;387
832;1;13897;FORTALEZA;2429;FANOR - FACULDADE NORDESTE;AVENIDA SANTOS DUMONT 7800;DE LOURDES;60150162;387
833;1;13897;FORTALEZA;2763;ESCOLA MUNICIPAL DOM ALOISIO LORSCHEIDER;RUA JULIO SILVA, 450;PRAIA DO FUTURO II;60182430;279
834;1;13897;FORTALEZA;2763;ESCOLA MUNICIPAL DOM ALOISIO LORSCHEIDER;RUA JULIO SILVA, 450;PRAIA DO FUTURO II;60182430;277
836;1;13897;FORTALEZA;2640;ESCOLA MUNICIPAL FREI TITO DE ALENCAR LIMA;AVENIDA DIOGUINHO 5927;VICENTE PINZON;60182001;392
837;1;13897;FORTALEZA;2810;COLEGIO ARI DE SA - MONSENHOR CATAO;RUA MONSENHOR CATAO, 1655;ALDEOTA;60175010;383
838;1;13897;FORTALEZA;2372;FACULDADE FARIAS BRITO - CASTRO MONTE;RUA CASTRO MONTE 1364;VARJOTA;60175230;395
839;1;13897;FORTALEZA;2615;COLEGIO ESPACO ABERTO - BENTO ALBUQUERQUE;RUA BENTO ALBUQUERQUE 1671;PAPICU;60190080;399
840;1;13897;FORTALEZA;2429;FANOR - FACULDADE NORDESTE;AVENIDA SANTOS DUMONT 7800;DE LOURDES;60150162;387
842;1;13897;FORTALEZA;2747;COLEGIO ANTARES - OCELO PINHEIRO;RUA PROFESSOR OCELO PINHEIRO 101;PAPICU;60175585;389
844;1;13897;FORTALEZA;2895;ESCOLA PROFISSIONAL MARIA ANGELA DA SILVEIRA BORGES;RUA PINTOR ANTONIO BANDEIRA, S/N;VICENTE PINZON;60182304;390
845;1;13897;FORTALEZA;2690;COLEGIO ANTARES - SANTOS DUMONT;AVENIDA SANTOS DUMONT 3777;ALDEOTA;60150162;395
846;1;13897;FORTALEZA;2658;CAIC MARIA FELICIO LOPES;RUA 20 DE JULHO 480;CAIS DO PORTO;60180560;387
847;1;13897;FORTALEZA;2755;ESCOLA MUNICIPAL ODNILRA CRUZ MOREIRA;AVENIDA DAS ADENANTERAS 800;CIDADE 2000;60190560;399
848;1;13897;FORTALEZA;2747;COLEGIO ANTARES - OCELO PINHEIRO;RUA PROFESSOR OCELO PINHEIRO 101;PAPICU;60175585;386
850;1;13897;FORTALEZA;2810;COLEGIO ARI DE SA - MONSENHOR CATAO;RUA MONSENHOR CATAO, 1655;ALDEOTA;60175010;390
851;1;13897;FORTALEZA;1783;ESCOLA ESTADUAL DRAGAO DO MAR;RUA UMARI S/N;MUCURIPE;60175280;392
852;1;13897;FORTALEZA;2054;ESCOLA ESTADUAL MARIA JOSE MEDEIROS;RUA DESEMBARGADOR LAURO NOGUEIRA 1240;PAPICU;60175055;394
853;1;13897;FORTALEZA;2615;COLEGIO ESPACO ABERTO - BENTO ALBUQUERQUE;RUA BENTO ALBUQUERQUE 1671;PAPICU;60190080;397
854;1;13897;FORTALEZA;2429;FANOR - FACULDADE NORDESTE;AVENIDA SANTOS DUMONT 7800;DE LOURDES;60150162;393
855;1;13897;FORTALEZA;2640;ESCOLA MUNICIPAL FREI TITO DE ALENCAR LIMA;AVENIDA DIOGUINHO 5927;VICENTE PINZON;60182001;398
856;1;13897;FORTALEZA;2810;COLEGIO ARI DE SA - MONSENHOR CATAO;RUA MONSENHOR CATAO, 1655;ALDEOTA;60175010;394
857;1;13897;FORTALEZA;2780;ESCOLA MUNICIPAL CONSUELO AMORA;AV. DOS JANGADEIROS, 577;MUCURIPE;60175440;394
858;1;13897;FORTALEZA;2658;CAIC MARIA FELICIO LOPES;RUA 20 DE JULHO 480;CAIS DO PORTO;60180560;388
859;1;13897;FORTALEZA;2747;COLEGIO ANTARES - OCELO PINHEIRO;RUA PROFESSOR OCELO PINHEIRO 101;PAPICU;60175585;391
860;1;13897;FORTALEZA;2585;ESCOLA MUNICIPAL PROF. GODOFREDO DE CASTRO FILHO;AVENIDA JOSÉ SABÓIA  905;CAIS DO PORTO;60180480;376
861;1;13897;FORTALEZA;2755;ESCOLA MUNICIPAL ODNILRA CRUZ MOREIRA;AVENIDA DAS ADENANTERAS 800;CIDADE 2000;60190560;396
862;1;13897;FORTALEZA;2810;COLEGIO ARI DE SA - MONSENHOR CATAO;RUA MONSENHOR CATAO, 1655;ALDEOTA;60175010;386
863;1;13897;FORTALEZA;2429;FANOR - FACULDADE NORDESTE;AVENIDA SANTOS DUMONT 7800;DE LOURDES;60150162;389
865;1;13897;FORTALEZA;2640;ESCOLA MUNICIPAL FREI TITO DE ALENCAR LIMA;AVENIDA DIOGUINHO 5927;VICENTE PINZON;60182001;391
866;1;13897;FORTALEZA;1880;CLUBE DO MEDICO;AVENIDA DIOGUINHO 3355;VICENTE PINZON;60182001;385
868;1;13897;FORTALEZA;2810;COLEGIO ARI DE SA - MONSENHOR CATAO;RUA MONSENHOR CATAO, 1655;ALDEOTA;60175010;396
869;1;13897;FORTALEZA;2429;FANOR - FACULDADE NORDESTE;AVENIDA SANTOS DUMONT 7800;DE LOURDES;60150162;394
870;1;13897;FORTALEZA;2658;CAIC MARIA FELICIO LOPES;RUA 20 DE JULHO 480;CAIS DO PORTO;60180560;394
871;1;13897;FORTALEZA;2810;COLEGIO ARI DE SA - MONSENHOR CATAO;RUA MONSENHOR CATAO, 1655;ALDEOTA;60175010;390
872;1;13897;FORTALEZA;1880;CLUBE DO MEDICO;AVENIDA DIOGUINHO 3355;VICENTE PINZON;60182001;389
873;1;13897;FORTALEZA;2640;ESCOLA MUNICIPAL FREI TITO DE ALENCAR LIMA;AVENIDA DIOGUINHO 5927;VICENTE PINZON;60182001;400
874;1;13897;FORTALEZA;2895;ESCOLA PROFISSIONAL MARIA ANGELA DA SILVEIRA BORGES;RUA PINTOR ANTONIO BANDEIRA, S/N;VICENTE PINZON;60182304;397
875;1;13897;FORTALEZA;2810;COLEGIO ARI DE SA - MONSENHOR CATAO;RUA MONSENHOR CATAO, 1655;ALDEOTA;60175010;399
876;1;13897;FORTALEZA;2747;COLEGIO ANTARES - OCELO PINHEIRO;RUA PROFESSOR OCELO PINHEIRO 101;PAPICU;60175585;394
877;1;13897;FORTALEZA;2755;ESCOLA MUNICIPAL ODNILRA CRUZ MOREIRA;AVENIDA DAS ADENANTERAS 800;CIDADE 2000;60190560;402
878;1;13897;FORTALEZA;2372;FACULDADE FARIAS BRITO - CASTRO MONTE;RUA CASTRO MONTE 1364;VARJOTA;60175230;398
879;1;13897;FORTALEZA;2690;COLEGIO ANTARES - SANTOS DUMONT;AVENIDA SANTOS DUMONT 3777;ALDEOTA;60150162;402
881;1;13897;FORTALEZA;2429;FANOR - FACULDADE NORDESTE;AVENIDA SANTOS DUMONT 7800;DE LOURDES;60150162;398
882;1;13897;FORTALEZA;2810;COLEGIO ARI DE SA - MONSENHOR CATAO;RUA MONSENHOR CATAO, 1655;ALDEOTA;60175010;397
883;1;13897;FORTALEZA;2690;COLEGIO ANTARES - SANTOS DUMONT;AVENIDA SANTOS DUMONT 3777;ALDEOTA;60150162;401
884;1;13897;FORTALEZA;2747;COLEGIO ANTARES - OCELO PINHEIRO;RUA PROFESSOR OCELO PINHEIRO 101;PAPICU;60175585;397
885;1;13897;FORTALEZA;2429;FANOR - FACULDADE NORDESTE;AVENIDA SANTOS DUMONT 7800;DE LOURDES;60150162;398
886;1;13897;FORTALEZA;2658;CAIC MARIA FELICIO LOPES;RUA 20 DE JULHO 480;CAIS DO PORTO;60180560;396
887;1;13897;FORTALEZA;2810;COLEGIO ARI DE SA - MONSENHOR CATAO;RUA MONSENHOR CATAO, 1655;ALDEOTA;60175010;399
888;1;13897;FORTALEZA;2755;ESCOLA MUNICIPAL ODNILRA CRUZ MOREIRA;AVENIDA DAS ADENANTERAS 800;CIDADE 2000;60190560;403
889;1;13897;FORTALEZA;1074;BNB CLUBE;AVENIDA  SANTOS DUMONT  3646;ALDEOTA;60150162;404
890;1;13897;FORTALEZA;2747;COLEGIO ANTARES - OCELO PINHEIRO;RUA PROFESSOR OCELO PINHEIRO 101;PAPICU;60175585;399
891;1;13897;FORTALEZA;2429;FANOR - FACULDADE NORDESTE;AVENIDA SANTOS DUMONT 7800;DE LOURDES;60150162;396
892;1;13897;FORTALEZA;2658;CAIC MARIA FELICIO LOPES;RUA 20 DE JULHO 480;CAIS DO PORTO;60180560;127
893;1;13897;FORTALEZA;2372;FACULDADE FARIAS BRITO - CASTRO MONTE;RUA CASTRO MONTE 1364;VARJOTA;60175230;400
894;1;13897;FORTALEZA;2747;COLEGIO ANTARES - OCELO PINHEIRO;RUA PROFESSOR OCELO PINHEIRO 101;PAPICU;60175585;325
895;1;13897;FORTALEZA;2810;COLEGIO ARI DE SA - MONSENHOR CATAO;RUA MONSENHOR CATAO, 1655;ALDEOTA;60175010;281
896;1;13897;FORTALEZA;2429;FANOR - FACULDADE NORDESTE;AVENIDA SANTOS DUMONT 7800;DE LOURDES;60150162;394
897;1;13897;FORTALEZA;1783;ESCOLA ESTADUAL DRAGAO DO MAR;RUA UMARI S/N;MUCURIPE;60175280;129
898;1;13897;FORTALEZA;2305;ESCOLA ESTADUAL MURILO BORGES;RUA DO ENTARDECER 90;VICENTE PINZON;60181190;233
899;1;13897;FORTALEZA;1759;ESCOLA ESTADUAL MATIAS BECK;RUA  PROFESSORA AIDA BALAIO 38;MUCURIPE;60176390;91
900;1;13897;FORTALEZA;2534;ESCOLA MUNICIPAL PROF BELARMINA CAMPOS;RUA MANOEL RODRIGUES MONTEIRO, 840;VICENTE PINZON;60181805;174
901;1;13897;FORTALEZA;2895;ESCOLA PROFISSIONAL MARIA ANGELA DA SILVEIRA BORGES;RUA PINTOR ANTONIO BANDEIRA, S/N;VICENTE PINZON;60182304;119
1;2;13897;FORTALEZA;1163;EEM DEPUTADO PAULO BENEVIDES;RUA ANGELICA GURGEL, 186;MESSEJANA;60871030;314
55;2;13897;FORTALEZA;1015;EM PROFª FERNANDA MARIA DE ALENCAR COLARES;AV PROF. ARTHUR DE CARVALHO, 1540;LAGOA REDONDA;60170021;390
56;2;13897;FORTALEZA;1015;EM PROFª FERNANDA MARIA DE ALENCAR COLARES;AV PROF. ARTHUR DE CARVALHO, 1540;LAGOA REDONDA;60170021;389
57;2;13897;FORTALEZA;1015;EM PROFª FERNANDA MARIA DE ALENCAR COLARES;AV PROF. ARTHUR DE CARVALHO, 1540;LAGOA REDONDA;60170021;392
58;2;13897;FORTALEZA;1015;EM PROFª FERNANDA MARIA DE ALENCAR COLARES;AV PROF. ARTHUR DE CARVALHO, 1540;LAGOA REDONDA;60170021;387
70;2;13897;FORTALEZA;1031;SECRETARIA EXECUTIVA REGIONAL - SER VI;RUA PADRE PEDRO DE ALENCAR, 1385;PAUPINA;60872560;330
71;2;13897;FORTALEZA;1040;EEEP JOSE DE BARCELOS;RUA ANGELICA GURGEL 362;MESSEJANA;60871030;332
72;2;13897;FORTALEZA;1040;EEEP JOSE DE BARCELOS;RUA ANGELICA GURGEL 362;MESSEJANA;60871030;333
73;2;13897;FORTALEZA;1040;EEEP JOSE DE BARCELOS;RUA ANGELICA GURGEL 362;MESSEJANA;60871030;350
74;2;13897;FORTALEZA;1040;EEEP JOSE DE BARCELOS;RUA ANGELICA GURGEL 362;MESSEJANA;60871030;333
75;2;13897;FORTALEZA;1040;EEEP JOSE DE BARCELOS;RUA ANGELICA GURGEL 362;MESSEJANA;60871030;334
76;2;13897;FORTALEZA;1040;EEEP JOSE DE BARCELOS;RUA ANGELICA GURGEL 362;MESSEJANA;60871030;333
77;2;13897;FORTALEZA;1040;EEEP JOSE DE BARCELOS;RUA ANGELICA GURGEL 362;MESSEJANA;60871030;330
78;2;13897;FORTALEZA;1139;EEEP COMENDADOR MIGUEL GURGEL;RUA JOSE BAIMA, S/N;GUAJIRU;60843220;370
79;2;13897;FORTALEZA;1139;EEEP COMENDADOR MIGUEL GURGEL;RUA JOSE BAIMA, S/N;GUAJIRU;60843220;370
80;2;13897;FORTALEZA;1139;EEEP COMENDADOR MIGUEL GURGEL;RUA JOSE BAIMA, S/N;GUAJIRU;60843220;371
81;2;13897;FORTALEZA;1139;EEEP COMENDADOR MIGUEL GURGEL;RUA JOSE BAIMA, S/N;GUAJIRU;60843220;369
82;2;13897;FORTALEZA;1139;EEEP COMENDADOR MIGUEL GURGEL;RUA JOSE BAIMA, S/N;GUAJIRU;60843220;365
83;2;13897;FORTALEZA;1139;EEEP COMENDADOR MIGUEL GURGEL;RUA JOSE BAIMA, S/N;GUAJIRU;60843220;371
84;2;13897;FORTALEZA;1139;EEEP COMENDADOR MIGUEL GURGEL;RUA JOSE BAIMA, S/N;GUAJIRU;60843220;370
85;2;13897;FORTALEZA;1147;EEFM JOSE DE ALENCAR;RUA VENEZA, 84;MESSEJANA;60871600;357
86;2;13897;FORTALEZA;1147;EEFM JOSE DE ALENCAR;RUA VENEZA, 84;MESSEJANA;60871600;353
87;2;13897;FORTALEZA;1074;CLUBE DA CAIXA;AVENIDA FREI CIRILO 4700;MESSEJANA;60840285;375
88;2;13897;FORTALEZA;1074;CLUBE DA CAIXA;AVENIDA FREI CIRILO 4700;MESSEJANA;60840285;378
89;2;13897;FORTALEZA;1074;CLUBE DA CAIXA;AVENIDA FREI CIRILO 4700;MESSEJANA;60840285;378
90;2;13897;FORTALEZA;1074;CLUBE DA CAIXA;AVENIDA FREI CIRILO 4700;MESSEJANA;60840285;377
91;2;13897;FORTALEZA;1074;CLUBE DA CAIXA;AVENIDA FREI CIRILO 4700;MESSEJANA;60840285;376
92;2;13897;FORTALEZA;1074;CLUBE DA CAIXA;AVENIDA FREI CIRILO 4700;MESSEJANA;60840285;378
93;2;13897;FORTALEZA;1074;CLUBE DA CAIXA;AVENIDA FREI CIRILO 4700;MESSEJANA;60840285;377
94;2;13897;FORTALEZA;1074;CLUBE DA CAIXA;AVENIDA FREI CIRILO 4700;MESSEJANA;60840285;377
95;2;13897;FORTALEZA;1082;RECREIO CLUB DE CAMPO;AVENIDA RECREIO, 1243;LAGOA REDONDA;60831600;346
96;2;13897;FORTALEZA;1082;RECREIO CLUB DE CAMPO;AVENIDA RECREIO, 1243;LAGOA REDONDA;60831600;341
97;2;13897;FORTALEZA;1082;RECREIO CLUB DE CAMPO;AVENIDA RECREIO, 1243;LAGOA REDONDA;60831600;338
98;2;13897;FORTALEZA;1082;RECREIO CLUB DE CAMPO;AVENIDA RECREIO, 1243;LAGOA REDONDA;60831600;342
99;2;13897;FORTALEZA;1155;EM PROFª TELINA BARBOSA DA  COSTA;RUA PERGENTINO MAIA, 811;MESSEJANA;60840280;368
100;2;13897;FORTALEZA;1155;EM PROFª TELINA BARBOSA DA  COSTA;RUA PERGENTINO MAIA, 811;MESSEJANA;60840280;364
107;2;13897;FORTALEZA;1112;EMEIF DEMOCRITO ROCHA;RUA PADRE PEDRO DE ALENCAR, 2012;MESSEJANA;60840260;357
108;2;13897;FORTALEZA;1112;EMEIF DEMOCRITO ROCHA;RUA PADRE PEDRO DE ALENCAR, 2012;MESSEJANA;60840260;356
109;2;13897;FORTALEZA;1112;EMEIF DEMOCRITO ROCHA;RUA PADRE PEDRO DE ALENCAR, 2012;MESSEJANA;60840260;351
110;2;13897;FORTALEZA;1112;EMEIF DEMOCRITO ROCHA;RUA PADRE PEDRO DE ALENCAR, 2012;MESSEJANA;60840260;354
111;2;13897;FORTALEZA;1112;EMEIF DEMOCRITO ROCHA;RUA PADRE PEDRO DE ALENCAR, 2012;MESSEJANA;60840260;356
112;2;13897;FORTALEZA;1112;EMEIF DEMOCRITO ROCHA;RUA PADRE PEDRO DE ALENCAR, 2012;MESSEJANA;60840260;355
119;2;13897;FORTALEZA;1139;EEEP COMENDADOR MIGUEL GURGEL;RUA JOSE BAIMA, S/N;GUAJIRU;60843220;367
120;2;13897;FORTALEZA;1139;EEEP COMENDADOR MIGUEL GURGEL;RUA JOSE BAIMA, S/N;GUAJIRU;60843220;368
121;2;13897;FORTALEZA;1147;EEFM JOSE DE ALENCAR;RUA VENEZA, 84;MESSEJANA;60871600;360
122;2;13897;FORTALEZA;1147;EEFM JOSE DE ALENCAR;RUA VENEZA, 84;MESSEJANA;60871600;361
123;2;13897;FORTALEZA;1147;EEFM JOSE DE ALENCAR;RUA VENEZA, 84;MESSEJANA;60871600;358
124;2;13897;FORTALEZA;1147;EEFM JOSE DE ALENCAR;RUA VENEZA, 84;MESSEJANA;60871600;358
125;2;13897;FORTALEZA;1147;EEFM JOSE DE ALENCAR;RUA VENEZA, 84;MESSEJANA;60871600;355
126;2;13897;FORTALEZA;1155;EM PROFª TELINA BARBOSA DA  COSTA;RUA PERGENTINO MAIA, 811;MESSEJANA;60840280;366
127;2;13897;FORTALEZA;1155;EM PROFª TELINA BARBOSA DA  COSTA;RUA PERGENTINO MAIA, 811;MESSEJANA;60840280;366
